Layer Values,Parameter Name,Shape
0.073175706,encoder_soil.fc1.weight,30x42
-0.00013896519,encoder_soil.fc1.weight,30x42
0.20623869,encoder_soil.fc1.weight,30x42
-0.1472357,encoder_soil.fc1.weight,30x42
-0.33247885,encoder_soil.fc1.weight,30x42
-0.044200744,encoder_soil.fc1.weight,30x42
-0.0027203665,encoder_soil.fc1.weight,30x42
-0.013534265,encoder_soil.fc1.weight,30x42
0.07754997,encoder_soil.fc1.weight,30x42
0.06349216,encoder_soil.fc1.weight,30x42
-0.06619836,encoder_soil.fc1.weight,30x42
-0.16470607,encoder_soil.fc1.weight,30x42
-0.060958203,encoder_soil.fc1.weight,30x42
0.06546569,encoder_soil.fc1.weight,30x42
0.011336216,encoder_soil.fc1.weight,30x42
-0.01114332,encoder_soil.fc1.weight,30x42
-0.062256712,encoder_soil.fc1.weight,30x42
-0.046095937,encoder_soil.fc1.weight,30x42
0.108165756,encoder_soil.fc1.weight,30x42
-0.018952245,encoder_soil.fc1.weight,30x42
0.2666996,encoder_soil.fc1.weight,30x42
0.0012401666,encoder_soil.fc1.weight,30x42
0.10431836,encoder_soil.fc1.weight,30x42
0.12162739,encoder_soil.fc1.weight,30x42
0.13300811,encoder_soil.fc1.weight,30x42
0.17863098,encoder_soil.fc1.weight,30x42
0.20545937,encoder_soil.fc1.weight,30x42
0.016586155,encoder_soil.fc1.weight,30x42
-0.19417885,encoder_soil.fc1.weight,30x42
0.11425011,encoder_soil.fc1.weight,30x42
-0.17912915,encoder_soil.fc1.weight,30x42
0.11638723,encoder_soil.fc1.weight,30x42
0.11087004,encoder_soil.fc1.weight,30x42
-0.08628617,encoder_soil.fc1.weight,30x42
-0.12323768,encoder_soil.fc1.weight,30x42
-0.6119235,encoder_soil.fc1.weight,30x42
-0.019115135,encoder_soil.fc1.weight,30x42
0.05960766,encoder_soil.fc1.weight,30x42
-0.092288144,encoder_soil.fc1.weight,30x42
-0.085180774,encoder_soil.fc1.weight,30x42
0.076677725,encoder_soil.fc1.weight,30x42
0.006641261,encoder_soil.fc1.weight,30x42
-0.0054388475,encoder_soil.fc1.weight,30x42
-0.054216273,encoder_soil.fc1.weight,30x42
-0.07433142,encoder_soil.fc1.weight,30x42
-0.11656239,encoder_soil.fc1.weight,30x42
-0.0168285,encoder_soil.fc1.weight,30x42
-0.04087075,encoder_soil.fc1.weight,30x42
0.008916803,encoder_soil.fc1.weight,30x42
-0.12433994,encoder_soil.fc1.weight,30x42
-0.06406177,encoder_soil.fc1.weight,30x42
-0.08297862,encoder_soil.fc1.weight,30x42
0.0893968,encoder_soil.fc1.weight,30x42
-0.12610643,encoder_soil.fc1.weight,30x42
-0.09150355,encoder_soil.fc1.weight,30x42
-0.07811989,encoder_soil.fc1.weight,30x42
0.079223864,encoder_soil.fc1.weight,30x42
0.094083406,encoder_soil.fc1.weight,30x42
-0.070098445,encoder_soil.fc1.weight,30x42
0.019970022,encoder_soil.fc1.weight,30x42
0.10043178,encoder_soil.fc1.weight,30x42
0.1682258,encoder_soil.fc1.weight,30x42
0.052352138,encoder_soil.fc1.weight,30x42
-0.056557886,encoder_soil.fc1.weight,30x42
0.01953346,encoder_soil.fc1.weight,30x42
0.03884753,encoder_soil.fc1.weight,30x42
0.037352107,encoder_soil.fc1.weight,30x42
0.062247712,encoder_soil.fc1.weight,30x42
0.02947338,encoder_soil.fc1.weight,30x42
-0.013384559,encoder_soil.fc1.weight,30x42
-0.08555131,encoder_soil.fc1.weight,30x42
-0.034726944,encoder_soil.fc1.weight,30x42
-0.18360545,encoder_soil.fc1.weight,30x42
-0.26750386,encoder_soil.fc1.weight,30x42
0.010166688,encoder_soil.fc1.weight,30x42
0.23453327,encoder_soil.fc1.weight,30x42
0.1430229,encoder_soil.fc1.weight,30x42
-0.05300591,encoder_soil.fc1.weight,30x42
0.06733563,encoder_soil.fc1.weight,30x42
-0.111250944,encoder_soil.fc1.weight,30x42
-0.098169334,encoder_soil.fc1.weight,30x42
0.024005847,encoder_soil.fc1.weight,30x42
0.079646915,encoder_soil.fc1.weight,30x42
0.045339342,encoder_soil.fc1.weight,30x42
0.037597038,encoder_soil.fc1.weight,30x42
-0.15554179,encoder_soil.fc1.weight,30x42
-0.041906167,encoder_soil.fc1.weight,30x42
-0.39188963,encoder_soil.fc1.weight,30x42
0.1853236,encoder_soil.fc1.weight,30x42
-0.29688722,encoder_soil.fc1.weight,30x42
0.08648607,encoder_soil.fc1.weight,30x42
-0.1368326,encoder_soil.fc1.weight,30x42
0.0565223,encoder_soil.fc1.weight,30x42
0.12181521,encoder_soil.fc1.weight,30x42
0.10426054,encoder_soil.fc1.weight,30x42
-0.18761753,encoder_soil.fc1.weight,30x42
0.026779966,encoder_soil.fc1.weight,30x42
0.16342548,encoder_soil.fc1.weight,30x42
-0.011655728,encoder_soil.fc1.weight,30x42
0.13978726,encoder_soil.fc1.weight,30x42
0.03539935,encoder_soil.fc1.weight,30x42
-0.18442112,encoder_soil.fc1.weight,30x42
0.08707603,encoder_soil.fc1.weight,30x42
0.12671891,encoder_soil.fc1.weight,30x42
0.14803092,encoder_soil.fc1.weight,30x42
0.007939814,encoder_soil.fc1.weight,30x42
0.055825178,encoder_soil.fc1.weight,30x42
0.062382482,encoder_soil.fc1.weight,30x42
0.054856364,encoder_soil.fc1.weight,30x42
0.09220151,encoder_soil.fc1.weight,30x42
0.092119046,encoder_soil.fc1.weight,30x42
0.035990607,encoder_soil.fc1.weight,30x42
-0.038391925,encoder_soil.fc1.weight,30x42
0.05273915,encoder_soil.fc1.weight,30x42
-0.054006636,encoder_soil.fc1.weight,30x42
-0.11978596,encoder_soil.fc1.weight,30x42
0.10690978,encoder_soil.fc1.weight,30x42
0.09420618,encoder_soil.fc1.weight,30x42
-0.16192207,encoder_soil.fc1.weight,30x42
-0.07026468,encoder_soil.fc1.weight,30x42
0.086937144,encoder_soil.fc1.weight,30x42
0.025115078,encoder_soil.fc1.weight,30x42
0.16300738,encoder_soil.fc1.weight,30x42
0.058770623,encoder_soil.fc1.weight,30x42
-0.04459858,encoder_soil.fc1.weight,30x42
-0.100806184,encoder_soil.fc1.weight,30x42
-0.09985277,encoder_soil.fc1.weight,30x42
0.08284099,encoder_soil.fc1.weight,30x42
-0.02461877,encoder_soil.fc1.weight,30x42
-0.06142337,encoder_soil.fc1.weight,30x42
0.08158705,encoder_soil.fc1.weight,30x42
0.106526956,encoder_soil.fc1.weight,30x42
0.08933539,encoder_soil.fc1.weight,30x42
-0.018811252,encoder_soil.fc1.weight,30x42
-0.11596004,encoder_soil.fc1.weight,30x42
0.35366032,encoder_soil.fc1.weight,30x42
0.07567553,encoder_soil.fc1.weight,30x42
0.012586421,encoder_soil.fc1.weight,30x42
0.13402246,encoder_soil.fc1.weight,30x42
0.33406126,encoder_soil.fc1.weight,30x42
-0.039477307,encoder_soil.fc1.weight,30x42
-0.23957407,encoder_soil.fc1.weight,30x42
-0.23320264,encoder_soil.fc1.weight,30x42
-0.005336213,encoder_soil.fc1.weight,30x42
-0.080310896,encoder_soil.fc1.weight,30x42
-0.030013474,encoder_soil.fc1.weight,30x42
-0.013681916,encoder_soil.fc1.weight,30x42
0.14398521,encoder_soil.fc1.weight,30x42
0.0940858,encoder_soil.fc1.weight,30x42
0.074301966,encoder_soil.fc1.weight,30x42
0.06662314,encoder_soil.fc1.weight,30x42
0.087978296,encoder_soil.fc1.weight,30x42
0.053550906,encoder_soil.fc1.weight,30x42
0.14644772,encoder_soil.fc1.weight,30x42
-0.06965822,encoder_soil.fc1.weight,30x42
0.024844576,encoder_soil.fc1.weight,30x42
0.048747875,encoder_soil.fc1.weight,30x42
-0.06610961,encoder_soil.fc1.weight,30x42
-0.107448205,encoder_soil.fc1.weight,30x42
0.11683997,encoder_soil.fc1.weight,30x42
-0.093687534,encoder_soil.fc1.weight,30x42
0.09386274,encoder_soil.fc1.weight,30x42
-0.12504908,encoder_soil.fc1.weight,30x42
0.15118286,encoder_soil.fc1.weight,30x42
0.050181665,encoder_soil.fc1.weight,30x42
-0.13327558,encoder_soil.fc1.weight,30x42
-0.033399533,encoder_soil.fc1.weight,30x42
0.18244238,encoder_soil.fc1.weight,30x42
0.052763894,encoder_soil.fc1.weight,30x42
-0.14563683,encoder_soil.fc1.weight,30x42
0.01921129,encoder_soil.fc1.weight,30x42
-0.08276865,encoder_soil.fc1.weight,30x42
0.23387016,encoder_soil.fc1.weight,30x42
-0.07650584,encoder_soil.fc1.weight,30x42
-0.22149207,encoder_soil.fc1.weight,30x42
-0.1528633,encoder_soil.fc1.weight,30x42
0.03135346,encoder_soil.fc1.weight,30x42
0.0336514,encoder_soil.fc1.weight,30x42
0.15906416,encoder_soil.fc1.weight,30x42
-0.14942569,encoder_soil.fc1.weight,30x42
0.031048702,encoder_soil.fc1.weight,30x42
0.0372877,encoder_soil.fc1.weight,30x42
0.060785294,encoder_soil.fc1.weight,30x42
0.05409317,encoder_soil.fc1.weight,30x42
-0.078497544,encoder_soil.fc1.weight,30x42
0.06718029,encoder_soil.fc1.weight,30x42
-0.22899869,encoder_soil.fc1.weight,30x42
-0.30742738,encoder_soil.fc1.weight,30x42
-0.17331178,encoder_soil.fc1.weight,30x42
0.18013512,encoder_soil.fc1.weight,30x42
0.006304919,encoder_soil.fc1.weight,30x42
-0.0497399,encoder_soil.fc1.weight,30x42
0.012847397,encoder_soil.fc1.weight,30x42
-0.087937295,encoder_soil.fc1.weight,30x42
-0.110190645,encoder_soil.fc1.weight,30x42
0.15825808,encoder_soil.fc1.weight,30x42
0.10036114,encoder_soil.fc1.weight,30x42
-0.20447026,encoder_soil.fc1.weight,30x42
0.28305048,encoder_soil.fc1.weight,30x42
0.36983603,encoder_soil.fc1.weight,30x42
0.035365593,encoder_soil.fc1.weight,30x42
-0.1389381,encoder_soil.fc1.weight,30x42
-0.109064475,encoder_soil.fc1.weight,30x42
0.07907886,encoder_soil.fc1.weight,30x42
-0.10899823,encoder_soil.fc1.weight,30x42
-0.22518879,encoder_soil.fc1.weight,30x42
0.27758238,encoder_soil.fc1.weight,30x42
-0.04326637,encoder_soil.fc1.weight,30x42
0.14689843,encoder_soil.fc1.weight,30x42
0.024457127,encoder_soil.fc1.weight,30x42
-0.053046145,encoder_soil.fc1.weight,30x42
0.0949759,encoder_soil.fc1.weight,30x42
-0.12525807,encoder_soil.fc1.weight,30x42
0.55711806,encoder_soil.fc1.weight,30x42
-0.04067342,encoder_soil.fc1.weight,30x42
0.1552367,encoder_soil.fc1.weight,30x42
-0.08379959,encoder_soil.fc1.weight,30x42
0.2277553,encoder_soil.fc1.weight,30x42
-0.2727632,encoder_soil.fc1.weight,30x42
-0.13299596,encoder_soil.fc1.weight,30x42
-0.1823956,encoder_soil.fc1.weight,30x42
0.38352513,encoder_soil.fc1.weight,30x42
-0.24925369,encoder_soil.fc1.weight,30x42
0.11942982,encoder_soil.fc1.weight,30x42
-0.024052529,encoder_soil.fc1.weight,30x42
-0.06002124,encoder_soil.fc1.weight,30x42
-0.059292216,encoder_soil.fc1.weight,30x42
-0.061127212,encoder_soil.fc1.weight,30x42
-0.029728122,encoder_soil.fc1.weight,30x42
-0.019085819,encoder_soil.fc1.weight,30x42
0.21346568,encoder_soil.fc1.weight,30x42
-0.3871173,encoder_soil.fc1.weight,30x42
-0.089157626,encoder_soil.fc1.weight,30x42
0.123343065,encoder_soil.fc1.weight,30x42
0.028668022,encoder_soil.fc1.weight,30x42
0.14661147,encoder_soil.fc1.weight,30x42
0.113740124,encoder_soil.fc1.weight,30x42
-0.26162666,encoder_soil.fc1.weight,30x42
0.6548636,encoder_soil.fc1.weight,30x42
0.012762857,encoder_soil.fc1.weight,30x42
0.67936414,encoder_soil.fc1.weight,30x42
-0.5915887,encoder_soil.fc1.weight,30x42
-0.012584031,encoder_soil.fc1.weight,30x42
-0.025592148,encoder_soil.fc1.weight,30x42
0.07394668,encoder_soil.fc1.weight,30x42
0.0028249475,encoder_soil.fc1.weight,30x42
-0.080192,encoder_soil.fc1.weight,30x42
0.14356826,encoder_soil.fc1.weight,30x42
-0.18822987,encoder_soil.fc1.weight,30x42
-0.06038319,encoder_soil.fc1.weight,30x42
0.032258794,encoder_soil.fc1.weight,30x42
0.023770358,encoder_soil.fc1.weight,30x42
-0.007531814,encoder_soil.fc1.weight,30x42
0.09218549,encoder_soil.fc1.weight,30x42
-0.107407905,encoder_soil.fc1.weight,30x42
-0.049851533,encoder_soil.fc1.weight,30x42
-0.02438047,encoder_soil.fc1.weight,30x42
-0.023442032,encoder_soil.fc1.weight,30x42
0.008859189,encoder_soil.fc1.weight,30x42
-0.0104011465,encoder_soil.fc1.weight,30x42
0.065314956,encoder_soil.fc1.weight,30x42
0.009573586,encoder_soil.fc1.weight,30x42
0.0755272,encoder_soil.fc1.weight,30x42
-0.031053714,encoder_soil.fc1.weight,30x42
-0.003879441,encoder_soil.fc1.weight,30x42
-0.0006675962,encoder_soil.fc1.weight,30x42
0.023686973,encoder_soil.fc1.weight,30x42
0.052199908,encoder_soil.fc1.weight,30x42
0.0076345075,encoder_soil.fc1.weight,30x42
-0.011859275,encoder_soil.fc1.weight,30x42
0.080066524,encoder_soil.fc1.weight,30x42
-0.1389496,encoder_soil.fc1.weight,30x42
-0.08247884,encoder_soil.fc1.weight,30x42
0.048015792,encoder_soil.fc1.weight,30x42
-0.02999976,encoder_soil.fc1.weight,30x42
-0.017902777,encoder_soil.fc1.weight,30x42
-0.038708802,encoder_soil.fc1.weight,30x42
-0.02731756,encoder_soil.fc1.weight,30x42
-0.054146547,encoder_soil.fc1.weight,30x42
0.027099112,encoder_soil.fc1.weight,30x42
-0.044170585,encoder_soil.fc1.weight,30x42
-0.09834768,encoder_soil.fc1.weight,30x42
0.05875711,encoder_soil.fc1.weight,30x42
0.062017072,encoder_soil.fc1.weight,30x42
0.24520876,encoder_soil.fc1.weight,30x42
-0.16953765,encoder_soil.fc1.weight,30x42
0.098887786,encoder_soil.fc1.weight,30x42
0.14423747,encoder_soil.fc1.weight,30x42
0.3210299,encoder_soil.fc1.weight,30x42
0.0430188,encoder_soil.fc1.weight,30x42
-0.14478363,encoder_soil.fc1.weight,30x42
-0.005979469,encoder_soil.fc1.weight,30x42
0.0032058337,encoder_soil.fc1.weight,30x42
-0.031987507,encoder_soil.fc1.weight,30x42
-0.021015724,encoder_soil.fc1.weight,30x42
-0.035660584,encoder_soil.fc1.weight,30x42
-0.08369465,encoder_soil.fc1.weight,30x42
-0.23107158,encoder_soil.fc1.weight,30x42
0.28814128,encoder_soil.fc1.weight,30x42
0.117975004,encoder_soil.fc1.weight,30x42
0.011667205,encoder_soil.fc1.weight,30x42
0.07351942,encoder_soil.fc1.weight,30x42
0.23510104,encoder_soil.fc1.weight,30x42
0.019294668,encoder_soil.fc1.weight,30x42
-0.28996664,encoder_soil.fc1.weight,30x42
0.13046792,encoder_soil.fc1.weight,30x42
0.10577831,encoder_soil.fc1.weight,30x42
-0.064942665,encoder_soil.fc1.weight,30x42
-0.29838046,encoder_soil.fc1.weight,30x42
-0.0947157,encoder_soil.fc1.weight,30x42
-0.06450716,encoder_soil.fc1.weight,30x42
-0.087252505,encoder_soil.fc1.weight,30x42
0.13657406,encoder_soil.fc1.weight,30x42
0.13120498,encoder_soil.fc1.weight,30x42
-0.08971682,encoder_soil.fc1.weight,30x42
0.060738306,encoder_soil.fc1.weight,30x42
0.06986621,encoder_soil.fc1.weight,30x42
0.028707046,encoder_soil.fc1.weight,30x42
0.09001195,encoder_soil.fc1.weight,30x42
0.025072556,encoder_soil.fc1.weight,30x42
0.00331473,encoder_soil.fc1.weight,30x42
0.099384345,encoder_soil.fc1.weight,30x42
0.1267261,encoder_soil.fc1.weight,30x42
0.03913719,encoder_soil.fc1.weight,30x42
0.256475,encoder_soil.fc1.weight,30x42
0.17516528,encoder_soil.fc1.weight,30x42
0.0048772455,encoder_soil.fc1.weight,30x42
0.23061325,encoder_soil.fc1.weight,30x42
0.107999675,encoder_soil.fc1.weight,30x42
-0.059962817,encoder_soil.fc1.weight,30x42
0.03483686,encoder_soil.fc1.weight,30x42
0.12432485,encoder_soil.fc1.weight,30x42
0.11130036,encoder_soil.fc1.weight,30x42
0.27578557,encoder_soil.fc1.weight,30x42
0.033240814,encoder_soil.fc1.weight,30x42
0.0833676,encoder_soil.fc1.weight,30x42
-0.04437279,encoder_soil.fc1.weight,30x42
0.14499778,encoder_soil.fc1.weight,30x42
-0.14218834,encoder_soil.fc1.weight,30x42
-0.115365416,encoder_soil.fc1.weight,30x42
-0.1678386,encoder_soil.fc1.weight,30x42
-0.09714975,encoder_soil.fc1.weight,30x42
-0.22999172,encoder_soil.fc1.weight,30x42
-0.23741336,encoder_soil.fc1.weight,30x42
-0.32198432,encoder_soil.fc1.weight,30x42
0.10903092,encoder_soil.fc1.weight,30x42
-0.08346407,encoder_soil.fc1.weight,30x42
-0.15521398,encoder_soil.fc1.weight,30x42
-0.16865376,encoder_soil.fc1.weight,30x42
-0.05085655,encoder_soil.fc1.weight,30x42
0.17744558,encoder_soil.fc1.weight,30x42
-0.122050844,encoder_soil.fc1.weight,30x42
0.0051209386,encoder_soil.fc1.weight,30x42
0.4620483,encoder_soil.fc1.weight,30x42
0.1579349,encoder_soil.fc1.weight,30x42
-0.001073889,encoder_soil.fc1.weight,30x42
0.11929867,encoder_soil.fc1.weight,30x42
-0.07110494,encoder_soil.fc1.weight,30x42
0.047057904,encoder_soil.fc1.weight,30x42
0.11737885,encoder_soil.fc1.weight,30x42
0.09795907,encoder_soil.fc1.weight,30x42
0.121904925,encoder_soil.fc1.weight,30x42
0.09709753,encoder_soil.fc1.weight,30x42
-0.039568838,encoder_soil.fc1.weight,30x42
-0.09309823,encoder_soil.fc1.weight,30x42
0.07207428,encoder_soil.fc1.weight,30x42
-0.07212464,encoder_soil.fc1.weight,30x42
0.16441603,encoder_soil.fc1.weight,30x42
0.28714895,encoder_soil.fc1.weight,30x42
-0.056997955,encoder_soil.fc1.weight,30x42
-0.060875203,encoder_soil.fc1.weight,30x42
0.0687323,encoder_soil.fc1.weight,30x42
-0.055448096,encoder_soil.fc1.weight,30x42
0.010022661,encoder_soil.fc1.weight,30x42
0.020562334,encoder_soil.fc1.weight,30x42
-0.17303018,encoder_soil.fc1.weight,30x42
-0.15882605,encoder_soil.fc1.weight,30x42
0.16054535,encoder_soil.fc1.weight,30x42
-0.05987735,encoder_soil.fc1.weight,30x42
-0.04312259,encoder_soil.fc1.weight,30x42
0.13541354,encoder_soil.fc1.weight,30x42
0.01946598,encoder_soil.fc1.weight,30x42
-0.17375739,encoder_soil.fc1.weight,30x42
0.15187524,encoder_soil.fc1.weight,30x42
0.0803729,encoder_soil.fc1.weight,30x42
0.04439139,encoder_soil.fc1.weight,30x42
0.046207648,encoder_soil.fc1.weight,30x42
-0.12076889,encoder_soil.fc1.weight,30x42
-0.19547912,encoder_soil.fc1.weight,30x42
-0.049152046,encoder_soil.fc1.weight,30x42
0.02939219,encoder_soil.fc1.weight,30x42
-0.02927507,encoder_soil.fc1.weight,30x42
-0.027828533,encoder_soil.fc1.weight,30x42
0.06985617,encoder_soil.fc1.weight,30x42
0.18916743,encoder_soil.fc1.weight,30x42
0.03561948,encoder_soil.fc1.weight,30x42
0.058560815,encoder_soil.fc1.weight,30x42
0.108692035,encoder_soil.fc1.weight,30x42
0.28175282,encoder_soil.fc1.weight,30x42
-0.21499963,encoder_soil.fc1.weight,30x42
0.07975343,encoder_soil.fc1.weight,30x42
0.1388886,encoder_soil.fc1.weight,30x42
0.13027796,encoder_soil.fc1.weight,30x42
0.18841676,encoder_soil.fc1.weight,30x42
0.22453234,encoder_soil.fc1.weight,30x42
-0.1548205,encoder_soil.fc1.weight,30x42
0.24289691,encoder_soil.fc1.weight,30x42
-0.012299977,encoder_soil.fc1.weight,30x42
0.23493274,encoder_soil.fc1.weight,30x42
0.17741352,encoder_soil.fc1.weight,30x42
-0.42219177,encoder_soil.fc1.weight,30x42
-0.12608163,encoder_soil.fc1.weight,30x42
-0.025068533,encoder_soil.fc1.weight,30x42
-0.04164685,encoder_soil.fc1.weight,30x42
0.04830176,encoder_soil.fc1.weight,30x42
0.04516184,encoder_soil.fc1.weight,30x42
0.0004307314,encoder_soil.fc1.weight,30x42
-0.1073123,encoder_soil.fc1.weight,30x42
0.06901438,encoder_soil.fc1.weight,30x42
-0.010883543,encoder_soil.fc1.weight,30x42
0.08121359,encoder_soil.fc1.weight,30x42
0.034144018,encoder_soil.fc1.weight,30x42
0.17807879,encoder_soil.fc1.weight,30x42
-0.21738324,encoder_soil.fc1.weight,30x42
-0.011824985,encoder_soil.fc1.weight,30x42
-0.009398944,encoder_soil.fc1.weight,30x42
-0.027927607,encoder_soil.fc1.weight,30x42
-0.040541008,encoder_soil.fc1.weight,30x42
-0.020756524,encoder_soil.fc1.weight,30x42
0.5203553,encoder_soil.fc1.weight,30x42
-0.037733708,encoder_soil.fc1.weight,30x42
0.0055905767,encoder_soil.fc1.weight,30x42
0.06784487,encoder_soil.fc1.weight,30x42
0.010322313,encoder_soil.fc1.weight,30x42
0.10961657,encoder_soil.fc1.weight,30x42
-0.0739095,encoder_soil.fc1.weight,30x42
-0.0753427,encoder_soil.fc1.weight,30x42
0.040607095,encoder_soil.fc1.weight,30x42
-0.06276827,encoder_soil.fc1.weight,30x42
0.11866384,encoder_soil.fc1.weight,30x42
0.020296155,encoder_soil.fc1.weight,30x42
-0.13888536,encoder_soil.fc1.weight,30x42
-0.045837164,encoder_soil.fc1.weight,30x42
-0.04656688,encoder_soil.fc1.weight,30x42
-0.016621131,encoder_soil.fc1.weight,30x42
-0.00096217234,encoder_soil.fc1.weight,30x42
-0.0028746908,encoder_soil.fc1.weight,30x42
-0.09369725,encoder_soil.fc1.weight,30x42
0.22683764,encoder_soil.fc1.weight,30x42
-0.10574611,encoder_soil.fc1.weight,30x42
0.16220857,encoder_soil.fc1.weight,30x42
0.21647607,encoder_soil.fc1.weight,30x42
0.12556817,encoder_soil.fc1.weight,30x42
-0.052757204,encoder_soil.fc1.weight,30x42
-0.00964616,encoder_soil.fc1.weight,30x42
-0.021983774,encoder_soil.fc1.weight,30x42
0.0014698885,encoder_soil.fc1.weight,30x42
0.08028649,encoder_soil.fc1.weight,30x42
-0.07400262,encoder_soil.fc1.weight,30x42
0.10461131,encoder_soil.fc1.weight,30x42
0.14599435,encoder_soil.fc1.weight,30x42
0.15509117,encoder_soil.fc1.weight,30x42
0.04204816,encoder_soil.fc1.weight,30x42
0.08501407,encoder_soil.fc1.weight,30x42
0.04102484,encoder_soil.fc1.weight,30x42
0.06459119,encoder_soil.fc1.weight,30x42
-0.16474643,encoder_soil.fc1.weight,30x42
-0.037129387,encoder_soil.fc1.weight,30x42
-0.042836122,encoder_soil.fc1.weight,30x42
0.057229582,encoder_soil.fc1.weight,30x42
-0.17697094,encoder_soil.fc1.weight,30x42
-0.04717058,encoder_soil.fc1.weight,30x42
-0.29170793,encoder_soil.fc1.weight,30x42
0.31765875,encoder_soil.fc1.weight,30x42
0.006678253,encoder_soil.fc1.weight,30x42
-0.0228816,encoder_soil.fc1.weight,30x42
-0.06345807,encoder_soil.fc1.weight,30x42
0.35333005,encoder_soil.fc1.weight,30x42
0.1323301,encoder_soil.fc1.weight,30x42
-0.046806112,encoder_soil.fc1.weight,30x42
0.2627203,encoder_soil.fc1.weight,30x42
0.11449609,encoder_soil.fc1.weight,30x42
0.2190898,encoder_soil.fc1.weight,30x42
0.104785815,encoder_soil.fc1.weight,30x42
0.13063902,encoder_soil.fc1.weight,30x42
0.13708726,encoder_soil.fc1.weight,30x42
0.16459492,encoder_soil.fc1.weight,30x42
0.18392897,encoder_soil.fc1.weight,30x42
0.19271696,encoder_soil.fc1.weight,30x42
0.11447262,encoder_soil.fc1.weight,30x42
-0.060926653,encoder_soil.fc1.weight,30x42
0.07975222,encoder_soil.fc1.weight,30x42
-0.0085158115,encoder_soil.fc1.weight,30x42
0.005572212,encoder_soil.fc1.weight,30x42
-0.049148437,encoder_soil.fc1.weight,30x42
0.01850041,encoder_soil.fc1.weight,30x42
0.07909118,encoder_soil.fc1.weight,30x42
-0.0076635987,encoder_soil.fc1.weight,30x42
0.015433162,encoder_soil.fc1.weight,30x42
-0.09816223,encoder_soil.fc1.weight,30x42
-0.08156373,encoder_soil.fc1.weight,30x42
-0.12698114,encoder_soil.fc1.weight,30x42
-0.10560408,encoder_soil.fc1.weight,30x42
-0.049712963,encoder_soil.fc1.weight,30x42
0.068302296,encoder_soil.fc1.weight,30x42
-0.0061202976,encoder_soil.fc1.weight,30x42
